"age";"job";"marital";"education";"default";"balance";"housing";"loan";"contact";"day";"month";"duration";"campaign";"pdays";"previous";"poutcome";"y"
54;"management";"divorced";"secondary";"no";155;"yes";"no";"unknown";14;"may";75;1;-1;0;"unknown";"0"
32;"services";"married";"secondary";"no";2578;"no";"no";"cellular";29;"jul";86;3;-1;0;"unknown";"0"
48;"management";"single";"tertiary";"no";-295;"no";"yes";"cellular";28;"jan";121;1;190;2;"failure";"0"
34;"technician";"single";"secondary";"no";0;"no";"no";"telephone";10;"jul";185;1;-1;0;"unknown";"0"
32;"blue-collar";"single";"primary";"no";181;"yes";"no";"cellular";6;"may";90;1;-1;0;"unknown";"0"
53;"blue-collar";"married";"primary";"no";1311;"no";"no";"telephone";14;"apr";61;3;-1;0;"unknown";"0"
52;"technician";"married";"unknown";"no";2709;"yes";"no";"telephone";9;"feb";48;7;-1;0;"unknown";"0"
36;"blue-collar";"married";"secondary";"no";537;"no";"yes";"cellular";7;"jul";206;6;-1;0;"unknown";"0"
42;"services";"married";"secondary";"no";146;"yes";"yes";"cellular";15;"may";670;4;346;1;"failure";"1"
38;"entrepreneur";"married";"unknown";"no";1134;"yes";"no";"cellular";7;"may";249;4;332;3;"failure";"0"
48;"entrepreneur";"single";"secondary";"no";0;"yes";"no";"cellular";6;"may";236;1;-1;0;"unknown";"0"
30;"services";"single";"secondary";"no";732;"yes";"no";"cellular";17;"apr";358;2;-1;0;"unknown";"0"
36;"technician";"divorced";"secondary";"no";556;"yes";"no";"cellular";18;"nov";154;3;189;1;"failure";"0"
48;"management";"divorced";"tertiary";"yes";-625;"yes";"no";"unknown";29;"may";125;2;-1;0;"unknown";"0"
38;"management";"single";"tertiary";"no";3813;"no";"no";"cellular";7;"aug";117;2;-1;0;"unknown";"0"
27;"management";"married";"tertiary";"no";33;"yes";"no";"cellular";18;"jul";337;1;-1;0;"unknown";"0"
48;"admin.";"divorced";"secondary";"no";-480;"no";"no";"cellular";18;"may";380;2;355;1;"failure";"0"
36;"blue-collar";"married";"primary";"no";-453;"yes";"no";"unknown";19;"jun";130;1;-1;0;"unknown";"0"
41;"entrepreneur";"married";"secondary";"no";187;"no";"yes";"cellular";21;"jul";354;1;-1;0;"unknown";"0"
46;"technician";"single";"secondary";"no";0;"no";"no";"cellular";19;"aug";42;1;-1;0;"unknown";"0"
60;"blue-collar";"divorced";"secondary";"no";0;"yes";"no";"unknown";29;"may";1207;1;-1;0;"unknown";"1"
40;"blue-collar";"married";"primary";"no";98;"yes";"no";"cellular";11;"may";240;2;343;5;"failure";"0"
46;"blue-collar";"married";"tertiary";"yes";-388;"no";"no";"cellular";18;"nov";295;2;-1;0;"unknown";"0"
45;"management";"married";"tertiary";"no";9711;"no";"no";"unknown";19;"jun";416;3;-1;0;"unknown";"0"
30;"management";"married";"tertiary";"no";168;"yes";"no";"cellular";18;"may";229;2;355;1;"failure";"0"
60;"admin.";"married";"secondary";"no";39;"yes";"yes";"unknown";5;"may";208;1;-1;0;"unknown";"0"
34;"management";"single";"tertiary";"no";382;"no";"no";"cellular";3;"nov";193;1;-1;0;"unknown";"0"
37;"blue-collar";"single";"secondary";"no";2032;"yes";"no";"unknown";21;"may";158;2;-1;0;"unknown";"0"
28;"management";"married";"tertiary";"no";3694;"no";"yes";"cellular";8;"jul";70;2;-1;0;"unknown";"0"
43;"services";"divorced";"secondary";"no";957;"no";"yes";"cellular";22;"jul";145;4;-1;0;"unknown";"0"
56;"blue-collar";"married";"primary";"no";690;"yes";"no";"unknown";15;"may";309;2;-1;0;"unknown";"0"
30;"management";"married";"tertiary";"no";859;"yes";"no";"unknown";20;"may";249;3;-1;0;"unknown";"0"
49;"blue-collar";"divorced";"primary";"no";235;"no";"no";"cellular";29;"jan";626;1;-1;0;"unknown";"0"
41;"management";"married";"tertiary";"no";27696;"no";"no";"cellular";12;"feb";138;2;184;3;"success";"1"
28;"technician";"married";"tertiary";"no";858;"yes";"no";"cellular";17;"jul";602;1;-1;0;"unknown";"0"
36;"management";"single";"tertiary";"no";3875;"yes";"no";"cellular";11;"may";212;1;-1;0;"unknown";"0"
35;"services";"divorced";"secondary";"no";440;"yes";"no";"cellular";5;"feb";103;1;248;1;"failure";"0"
39;"technician";"married";"secondary";"no";192;"yes";"yes";"unknown";29;"may";217;5;-1;0;"unknown";"0"
32;"technician";"married";"secondary";"no";344;"yes";"no";"cellular";20;"nov";179;1;197;1;"failure";"0"
50;"blue-collar";"married";"primary";"no";12519;"yes";"no";"cellular";21;"nov";615;3;34;1;"failure";"1"
49;"self-employed";"married";"secondary";"no";294;"yes";"no";"unknown";2;"jun";230;3;-1;0;"unknown";"0"
40;"blue-collar";"married";"primary";"no";4608;"yes";"no";"telephone";19;"nov";111;2;156;1;"failure";"0"
41;"admin.";"divorced";"secondary";"no";1634;"yes";"yes";"cellular";12;"may";16;5;-1;0;"unknown";"0"
26;"admin.";"single";"secondary";"no";1327;"no";"no";"cellular";30;"mar";171;4;-1;0;"unknown";"0"
37;"management";"married";"tertiary";"no";238;"no";"no";"cellular";3;"feb";185;1;92;1;"success";"1"
50;"technician";"married";"secondary";"no";-353;"yes";"yes";"cellular";18;"nov";162;1;175;2;"failure";"0"
57;"retired";"single";"secondary";"no";976;"yes";"no";"cellular";9;"jul";98;1;-1;0;"unknown";"0"
33;"technician";"divorced";"secondary";"no";1480;"yes";"no";"cellular";5;"may";223;1;-1;0;"unknown";"0"
55;"management";"married";"unknown";"no";1185;"no";"no";"unknown";5;"may";677;1;-1;0;"unknown";"0"
39;"management";"single";"tertiary";"no";139;"no";"no";"cellular";22;"aug";109;2;-1;0;"unknown";"0"
51;"admin.";"married";"secondary";"no";531;"yes";"no";"unknown";5;"may";267;2;-1;0;"unknown";"0"
27;"self-employed";"single";"tertiary";"no";168;"no";"no";"cellular";12;"nov";123;1;196;1;"success";"1"
80;"retired";"married";"secondary";"no";8304;"no";"no";"telephone";9;"jun";712;1;64;12;"failure";"1"
36;"management";"single";"tertiary";"no";811;"no";"no";"cellular";6;"mar";229;1;-1;0;"unknown";"1"
44;"services";"married";"secondary";"no";4786;"yes";"yes";"cellular";12;"may";267;1;-1;0;"unknown";"0"
46;"technician";"married";"secondary";"no";1465;"yes";"no";"unknown";14;"may";86;2;-1;0;"unknown";"0"
39;"blue-collar";"married";"primary";"no";579;"yes";"yes";"cellular";5;"may";98;4;-1;0;"unknown";"0"
31;"blue-collar";"married";"primary";"no";591;"yes";"no";"unknown";14;"may";287;3;-1;0;"unknown";"0"
59;"housemaid";"married";"primary";"no";352;"no";"no";"telephone";21;"jul";132;10;-1;0;"unknown";"0"
59;"management";"married";"tertiary";"no";7049;"no";"no";"unknown";11;"jun";647;2;-1;0;"unknown";"0"
30;"management";"single";"secondary";"no";8101;"yes";"no";"cellular";21;"nov";49;1;-1;0;"unknown";"0"
31;"management";"single";"tertiary";"no";3;"no";"no";"cellular";4;"feb";406;2;-1;0;"unknown";"0"
66;"housemaid";"married";"primary";"no";40;"no";"no";"telephone";14;"oct";290;2;-1;0;"unknown";"1"
53;"blue-collar";"married";"secondary";"no";4380;"no";"no";"telephone";19;"aug";223;7;-1;0;"unknown";"0"
59;"self-employed";"married";"tertiary";"no";3800;"no";"yes";"cellular";9;"jul";70;1;-1;0;"unknown";"0"
26;"blue-collar";"married";"primary";"no";-219;"yes";"yes";"unknown";15;"may";311;5;-1;0;"unknown";"0"
35;"blue-collar";"married";"secondary";"no";4723;"yes";"no";"unknown";16;"jun";57;8;-1;0;"unknown";"0"
36;"management";"married";"tertiary";"no";2326;"yes";"no";"cellular";20;"nov";7;5;-1;0;"unknown";"0"
31;"technician";"single";"tertiary";"no";1166;"yes";"no";"unknown";3;"jun";207;1;-1;0;"unknown";"0"
30;"admin.";"married";"secondary";"no";874;"yes";"no";"cellular";22;"jul";93;2;-1;0;"unknown";"0"
33;"management";"married";"tertiary";"no";307;"no";"no";"unknown";16;"may";806;4;-1;0;"unknown";"0"
57;"technician";"married";"primary";"no";0;"no";"no";"cellular";16;"jul";214;1;-1;0;"unknown";"0"
27;"admin.";"single";"secondary";"no";110;"yes";"no";"unknown";28;"may";135;1;-1;0;"unknown";"0"
37;"housemaid";"single";"secondary";"no";1358;"no";"no";"telephone";28;"jan";119;1;-1;0;"unknown";"0"
47;"management";"single";"tertiary";"no";86;"no";"no";"cellular";30;"apr";387;3;87;1;"success";"1"
39;"management";"married";"tertiary";"no";1423;"yes";"no";"telephone";21;"jul";733;3;-1;0;"unknown";"1"
32;"technician";"divorced";"secondary";"no";2870;"no";"no";"cellular";18;"aug";91;4;-1;0;"unknown";"0"
33;"housemaid";"married";"primary";"no";0;"no";"no";"cellular";8;"aug";138;2;-1;0;"unknown";"0"
51;"entrepreneur";"single";"secondary";"no";440;"no";"no";"unknown";18;"jun";392;1;-1;0;"unknown";"0"
45;"technician";"single";"tertiary";"no";0;"no";"no";"cellular";18;"aug";773;4;-1;0;"unknown";"1"
43;"technician";"divorced";"secondary";"no";1413;"yes";"no";"telephone";28;"jul";75;3;-1;0;"unknown";"0"
53;"housemaid";"divorced";"secondary";"no";292;"no";"no";"unknown";12;"jun";92;2;-1;0;"unknown";"0"
55;"technician";"married";"secondary";"no";273;"yes";"no";"cellular";29;"jan";84;3;183;3;"failure";"0"
36;"self-employed";"married";"secondary";"no";1245;"yes";"no";"cellular";9;"feb";8;7;248;9;"success";"0"
34;"blue-collar";"married";"primary";"no";-480;"yes";"yes";"cellular";8;"jul";225;1;-1;0;"unknown";"0"
37;"housemaid";"single";"primary";"no";0;"no";"no";"cellular";28;"jan";399;1;-1;0;"unknown";"0"
46;"blue-collar";"married";"secondary";"no";572;"yes";"no";"unknown";3;"jun";288;2;-1;0;"unknown";"0"
37;"management";"married";"unknown";"no";247;"no";"no";"cellular";9;"jul";366;1;-1;0;"unknown";"0"
29;"technician";"married";"secondary";"no";428;"no";"no";"cellular";14;"jul";131;4;-1;0;"unknown";"0"
40;"management";"single";"tertiary";"no";1247;"yes";"no";"cellular";9;"jul";157;1;-1;0;"unknown";"0"
34;"blue-collar";"divorced";"secondary";"no";1125;"yes";"yes";"cellular";19;"nov";141;2;-1;0;"unknown";"0"
59;"blue-collar";"married";"secondary";"no";-162;"yes";"yes";"unknown";20;"jun";122;1;-1;0;"unknown";"0"
41;"services";"married";"secondary";"no";803;"yes";"no";"cellular";9;"apr";592;4;316;3;"failure";"1"
27;"admin.";"married";"secondary";"no";4144;"yes";"no";"unknown";4;"jun";132;1;-1;0;"unknown";"0"
33;"management";"single";"tertiary";"no";372;"yes";"yes";"cellular";6;"may";155;1;-1;0;"unknown";"0"
36;"blue-collar";"married";"primary";"no";199;"yes";"no";"unknown";12;"may";165;4;-1;0;"unknown";"0"
37;"services";"married";"secondary";"no";-24;"yes";"no";"unknown";27;"may";147;1;-1;0;"unknown";"0"
52;"admin.";"married";"secondary";"no";0;"no";"no";"cellular";22;"apr";91;2;275;1;"failure";"0"
51;"management";"divorced";"tertiary";"no";119;"no";"no";"unknown";5;"jun";112;2;-1;0;"unknown";"0"
32;"technician";"single";"secondary";"no";28;"yes";"no";"cellular";17;"apr";598;1;150;1;"failure";"0"
45;"management";"married";"tertiary";"no";-191;"yes";"no";"cellular";18;"jul";178;3;-1;0;"unknown";"0"
38;"management";"married";"tertiary";"no";2656;"no";"no";"cellular";8;"jul";230;2;-1;0;"unknown";"0"
57;"retired";"divorced";"primary";"yes";0;"no";"yes";"cellular";24;"jul";125;2;-1;0;"unknown";"0"
24;"management";"single";"tertiary";"no";66;"yes";"no";"unknown";26;"may";109;2;-1;0;"unknown";"0"
46;"management";"married";"secondary";"no";10;"yes";"no";"cellular";29;"jul";122;7;-1;0;"unknown";"0"
46;"management";"married";"tertiary";"no";477;"yes";"no";"unknown";20;"may";128;6;-1;0;"unknown";"0"
51;"management";"married";"tertiary";"no";-714;"no";"no";"cellular";18;"jul";83;2;-1;0;"unknown";"0"
48;"management";"married";"secondary";"yes";-998;"yes";"no";"cellular";18;"nov";173;1;-1;0;"unknown";"0"
44;"management";"married";"tertiary";"no";6203;"yes";"yes";"cellular";17;"nov";58;1;188;1;"failure";"0"
37;"blue-collar";"single";"secondary";"no";2390;"yes";"no";"cellular";20;"apr";20;2;335;12;"failure";"0"
35;"management";"single";"tertiary";"no";714;"yes";"no";"cellular";26;"aug";135;22;-1;0;"unknown";"0"
40;"entrepreneur";"married";"secondary";"no";2252;"no";"no";"unknown";12;"jun";144;1;-1;0;"unknown";"0"
35;"management";"single";"tertiary";"no";244;"yes";"no";"unknown";12;"may";225;1;-1;0;"unknown";"0"
34;"admin.";"married";"secondary";"no";445;"no";"no";"cellular";19;"aug";256;2;-1;0;"unknown";"0"
32;"blue-collar";"married";"secondary";"no";25;"yes";"no";"cellular";6;"may";28;2;345;3;"other";"0"
37;"management";"single";"unknown";"no";242;"no";"yes";"cellular";28;"jul";124;3;-1;0;"unknown";"0"
53;"blue-collar";"married";"primary";"no";252;"no";"no";"cellular";31;"jul";727;4;-1;0;"unknown";"1"
56;"retired";"married";"tertiary";"no";5;"no";"no";"cellular";23;"jul";122;3;-1;0;"unknown";"0"
37;"admin.";"single";"secondary";"no";1113;"yes";"no";"unknown";9;"may";237;1;-1;0;"unknown";"0"
52;"admin.";"married";"secondary";"no";0;"no";"yes";"telephone";9;"jul";60;1;-1;0;"unknown";"0"
29;"services";"married";"secondary";"no";3;"yes";"no";"cellular";10;"jul";183;1;-1;0;"unknown";"0"
56;"unemployed";"married";"secondary";"no";216;"no";"no";"unknown";19;"jun";77;1;-1;0;"unknown";"0"
41;"blue-collar";"married";"secondary";"no";4910;"yes";"no";"cellular";3;"apr";1090;1;-1;0;"unknown";"0"
56;"management";"married";"primary";"no";-155;"yes";"no";"cellular";17;"nov";282;1;-1;0;"unknown";"0"
37;"housemaid";"divorced";"secondary";"no";1040;"yes";"no";"cellular";13;"may";199;1;173;2;"failure";"0"
55;"retired";"married";"secondary";"no";991;"no";"no";"cellular";11;"jul";593;2;-1;0;"unknown";"0"
53;"management";"divorced";"tertiary";"no";3158;"no";"no";"cellular";31;"jul";126;23;-1;0;"unknown";"0"
47;"services";"married";"secondary";"no";665;"yes";"no";"cellular";20;"aug";251;3;-1;0;"unknown";"0"
48;"blue-collar";"single";"secondary";"no";339;"no";"yes";"telephone";14;"jul";123;4;-1;0;"unknown";"0"
79;"retired";"divorced";"primary";"no";1910;"no";"no";"telephone";24;"feb";98;2;-1;0;"unknown";"0"
58;"technician";"married";"unknown";"no";-205;"yes";"no";"unknown";3;"jun";497;2;-1;0;"unknown";"0"
32;"admin.";"single";"secondary";"no";212;"no";"no";"cellular";7;"jul";830;5;-1;0;"unknown";"1"
59;"management";"single";"secondary";"no";181;"yes";"no";"unknown";9;"may";485;1;-1;0;"unknown";"0"
34;"management";"single";"tertiary";"no";681;"no";"no";"cellular";6;"aug";637;2;-1;0;"unknown";"1"
44;"admin.";"married";"tertiary";"no";348;"yes";"yes";"cellular";16;"feb";170;2;-1;0;"unknown";"1"
48;"management";"married";"tertiary";"no";1167;"yes";"yes";"cellular";26;"jan";122;4;50;4;"other";"0"
50;"management";"married";"unknown";"no";8345;"no";"no";"unknown";11;"jun";561;1;-1;0;"unknown";"0"
43;"management";"married";"primary";"no";8167;"yes";"no";"unknown";19;"may";114;2;-1;0;"unknown";"0"
34;"blue-collar";"married";"primary";"no";0;"yes";"yes";"unknown";20;"jun";34;29;-1;0;"unknown";"0"
36;"technician";"single";"secondary";"no";1044;"yes";"no";"cellular";20;"aug";15;19;-1;0;"unknown";"0"
53;"technician";"married";"unknown";"no";2242;"no";"no";"cellular";10;"jul";154;14;-1;0;"unknown";"0"
29;"admin.";"single";"secondary";"no";345;"yes";"yes";"cellular";30;"jul";98;13;-1;0;"unknown";"0"
52;"technician";"married";"unknown";"no";668;"yes";"no";"cellular";31;"jul";212;4;-1;0;"unknown";"0"
39;"management";"married";"tertiary";"no";151;"yes";"no";"unknown";21;"may";692;1;-1;0;"unknown";"0"
45;"management";"married";"secondary";"no";2897;"no";"no";"cellular";2;"jul";301;2;88;5;"failure";"0"
41;"technician";"single";"tertiary";"no";5365;"yes";"no";"cellular";7;"may";412;2;-1;0;"unknown";"0"
39;"management";"married";"tertiary";"no";763;"yes";"no";"cellular";11;"may";877;7;300;2;"other";"1"
27;"student";"single";"secondary";"no";672;"no";"no";"cellular";18;"mar";236;2;-1;0;"unknown";"0"
37;"management";"married";"tertiary";"no";3723;"no";"no";"cellular";22;"may";354;1;-1;0;"unknown";"1"
46;"blue-collar";"married";"secondary";"no";-3;"yes";"no";"cellular";29;"jan";79;2;265;2;"failure";"0"
40;"services";"married";"secondary";"no";3164;"yes";"no";"cellular";3;"apr";329;2;-1;0;"unknown";"0"
57;"management";"divorced";"tertiary";"no";429;"yes";"no";"cellular";17;"jul";245;1;-1;0;"unknown";"0"
26;"blue-collar";"single";"secondary";"no";474;"yes";"no";"cellular";15;"may";504;2;-1;0;"unknown";"0"
28;"services";"single";"secondary";"no";341;"yes";"no";"cellular";15;"may";437;3;347;3;"other";"1"
34;"blue-collar";"married";"secondary";"no";800;"no";"no";"cellular";5;"apr";144;1;-1;0;"unknown";"1"
29;"admin.";"single";"secondary";"no";788;"yes";"no";"cellular";18;"jul";264;2;-1;0;"unknown";"0"
35;"blue-collar";"married";"primary";"no";2708;"yes";"no";"unknown";30;"may";178;2;-1;0;"unknown";"0"
59;"blue-collar";"married";"secondary";"no";202;"yes";"no";"unknown";7;"may";173;1;-1;0;"unknown";"0"
54;"blue-collar";"single";"unknown";"no";1555;"yes";"no";"telephone";30;"jan";258;5;248;2;"failure";"0"
32;"management";"married";"tertiary";"no";905;"no";"no";"cellular";12;"feb";666;4;-1;0;"unknown";"1"
57;"retired";"married";"secondary";"no";5313;"no";"no";"cellular";16;"dec";283;2;196;1;"success";"1"
39;"unemployed";"single";"secondary";"no";-114;"yes";"no";"cellular";3;"feb";372;1;-1;0;"unknown";"1"
41;"admin.";"single";"secondary";"no";5219;"yes";"no";"cellular";17;"apr";46;4;-1;0;"unknown";"0"
31;"management";"single";"tertiary";"no";357;"yes";"no";"unknown";23;"may";77;3;-1;0;"unknown";"0"
37;"unemployed";"married";"secondary";"no";86;"no";"no";"cellular";29;"jan";1424;1;-1;0;"unknown";"0"
52;"admin.";"married";"secondary";"no";3703;"yes";"no";"cellular";23;"jul";152;1;-1;0;"unknown";"0"
39;"management";"single";"tertiary";"no";416;"no";"no";"cellular";9;"jul";427;1;-1;0;"unknown";"0"
23;"admin.";"single";"secondary";"no";0;"yes";"no";"cellular";17;"apr";171;2;-1;0;"unknown";"0"
46;"management";"divorced";"tertiary";"no";507;"yes";"no";"cellular";1;"apr";1196;1;-1;0;"unknown";"1"
34;"admin.";"single";"tertiary";"no";458;"yes";"no";"unknown";20;"may";211;1;-1;0;"unknown";"0"
31;"blue-collar";"divorced";"secondary";"no";-209;"yes";"no";"cellular";8;"may";154;3;367;2;"failure";"0"
38;"technician";"married";"secondary";"no";2000;"yes";"no";"cellular";7;"may";198;2;-1;0;"unknown";"0"
28;"management";"married";"tertiary";"no";82;"yes";"yes";"unknown";16;"may";225;1;-1;0;"unknown";"0"
41;"admin.";"single";"secondary";"no";882;"yes";"yes";"unknown";28;"may";145;2;-1;0;"unknown";"0"
30;"blue-collar";"married";"secondary";"no";-71;"yes";"no";"cellular";6;"may";165;2;-1;0;"unknown";"0"
34;"management";"single";"tertiary";"no";1494;"yes";"no";"cellular";18;"nov";596;1;182;1;"other";"1"
56;"admin.";"divorced";"secondary";"no";985;"no";"yes";"cellular";18;"aug";150;2;-1;0;"unknown";"0"
32;"housemaid";"married";"primary";"no";7;"no";"yes";"unknown";27;"jun";110;1;-1;0;"unknown";"0"
39;"admin.";"married";"secondary";"no";260;"yes";"no";"cellular";17;"apr";146;1;281;1;"failure";"0"
26;"blue-collar";"single";"primary";"no";52;"yes";"no";"cellular";20;"apr";271;1;300;2;"success";"0"
35;"blue-collar";"divorced";"tertiary";"no";3547;"yes";"no";"cellular";19;"nov";289;1;-1;0;"unknown";"0"
30;"services";"single";"secondary";"no";3485;"no";"no";"cellular";2;"feb";142;2;-1;0;"unknown";"0"
44;"blue-collar";"married";"secondary";"no";701;"no";"yes";"cellular";21;"nov";103;1;141;2;"failure";"0"
57;"retired";"married";"primary";"no";70;"yes";"yes";"unknown";16;"may";186;5;-1;0;"unknown";"0"
52;"management";"married";"tertiary";"no";1392;"no";"no";"cellular";28;"jan";1121;2;205;3;"failure";"0"
30;"management";"married";"tertiary";"no";151;"no";"no";"cellular";21;"aug";121;1;-1;0;"unknown";"0"
41;"blue-collar";"married";"secondary";"no";946;"yes";"no";"unknown";6;"may";325;1;-1;0;"unknown";"0"
61;"management";"married";"secondary";"no";1471;"no";"no";"cellular";12;"aug";331;2;-1;0;"unknown";"0"
52;"management";"married";"tertiary";"no";1545;"no";"no";"unknown";20;"jun";115;4;-1;0;"unknown";"0"
60;"admin.";"divorced";"unknown";"no";791;"yes";"no";"unknown";13;"may";144;1;-1;0;"unknown";"0"
50;"management";"married";"secondary";"no";2130;"no";"no";"cellular";20;"aug";203;4;-1;0;"unknown";"0"
45;"blue-collar";"married";"primary";"no";900;"yes";"no";"unknown";9;"jun";213;1;-1;0;"unknown";"0"
51;"management";"married";"tertiary";"no";1612;"yes";"no";"cellular";18;"nov";61;2;131;1;"failure";"0"
38;"management";"married";"tertiary";"no";5432;"yes";"yes";"cellular";17;"apr";707;1;149;2;"failure";"0"
47;"blue-collar";"married";"primary";"no";1092;"no";"yes";"unknown";30;"may";41;8;-1;0;"unknown";"0"
43;"management";"married";"tertiary";"no";1050;"yes";"yes";"cellular";18;"jul";67;11;-1;0;"unknown";"0"
36;"technician";"married";"secondary";"no";-8;"yes";"no";"unknown";26;"may";180;2;-1;0;"unknown";"0"
54;"blue-collar";"married";"primary";"no";781;"yes";"no";"unknown";9;"may";103;2;-1;0;"unknown";"0"
38;"unknown";"single";"tertiary";"no";0;"no";"no";"cellular";11;"sep";260;3;95;3;"success";"1"
56;"technician";"married";"secondary";"no";203;"yes";"no";"cellular";5;"aug";335;3;-1;0;"unknown";"0"
31;"technician";"single";"secondary";"no";102;"yes";"no";"telephone";17;"apr";460;2;345;2;"failure";"0"
33;"management";"single";"tertiary";"no";0;"no";"no";"cellular";20;"aug";291;1;-1;0;"unknown";"0"
57;"unemployed";"married";"unknown";"no";381;"no";"no";"cellular";29;"jan";126;1;-1;0;"unknown";"0"
44;"management";"married";"tertiary";"no";-600;"yes";"no";"cellular";18;"aug";360;1;-1;0;"unknown";"0"
32;"management";"single";"tertiary";"no";0;"yes";"no";"cellular";30;"apr";370;3;-1;0;"unknown";"1"
35;"technician";"married";"tertiary";"no";944;"no";"no";"cellular";8;"aug";351;2;-1;0;"unknown";"0"
49;"services";"married";"secondary";"no";725;"no";"yes";"unknown";14;"jul";70;1;-1;0;"unknown";"0"
23;"management";"single";"tertiary";"no";2143;"no";"no";"cellular";30;"mar";180;2;-1;0;"unknown";"1"
49;"admin.";"married";"tertiary";"no";255;"yes";"no";"cellular";30;"mar";96;6;-1;0;"unknown";"0"
53;"blue-collar";"married";"secondary";"no";70;"yes";"no";"unknown";5;"may";611;2;-1;0;"unknown";"0"
34;"entrepreneur";"married";"unknown";"no";-506;"no";"no";"cellular";29;"aug";19;16;-1;0;"unknown";"0"
57;"blue-collar";"married";"primary";"no";3109;"no";"no";"cellular";2;"jun";482;2;-1;0;"unknown";"1"
37;"services";"married";"secondary";"no";78;"yes";"no";"unknown";7;"may";295;2;-1;0;"unknown";"0"
27;"admin.";"married";"secondary";"no";941;"yes";"no";"cellular";11;"jul";124;1;-1;0;"unknown";"0"
40;"services";"married";"primary";"no";33;"no";"no";"unknown";26;"may";70;3;-1;0;"unknown";"0"
38;"management";"married";"tertiary";"no";0;"yes";"no";"cellular";30;"apr";571;1;-1;0;"unknown";"1"
40;"blue-collar";"married";"primary";"no";105;"yes";"no";"cellular";14;"may";143;2;370;2;"failure";"0"
28;"blue-collar";"single";"secondary";"no";56;"yes";"no";"unknown";23;"may";66;1;-1;0;"unknown";"0"
36;"self-employed";"married";"secondary";"no";1006;"yes";"no";"cellular";21;"nov";89;2;-1;0;"unknown";"0"
39;"blue-collar";"married";"primary";"no";2366;"yes";"no";"cellular";16;"apr";1007;3;325;4;"failure";"0"
40;"technician";"single";"tertiary";"no";1646;"yes";"no";"cellular";4;"aug";173;1;92;5;"success";"1"
34;"blue-collar";"divorced";"secondary";"no";368;"no";"yes";"cellular";7;"jul";2201;1;-1;0;"unknown";"0"
29;"student";"single";"tertiary";"no";652;"yes";"no";"cellular";22;"jul";285;1;-1;0;"unknown";"0"
43;"admin.";"single";"secondary";"no";-247;"yes";"yes";"cellular";2;"feb";751;2;76;4;"failure";"1"
35;"blue-collar";"married";"secondary";"no";0;"yes";"yes";"unknown";29;"may";543;1;-1;0;"unknown";"1"
37;"management";"married";"tertiary";"no";3794;"no";"no";"cellular";18;"aug";147;1;379;1;"failure";"0"
31;"admin.";"married";"secondary";"no";62;"no";"no";"cellular";17;"apr";346;2;-1;0;"unknown";"0"
41;"management";"single";"secondary";"no";1286;"yes";"no";"telephone";17;"nov";661;4;-1;0;"unknown";"0"
36;"management";"married";"tertiary";"no";2309;"yes";"no";"cellular";8;"jul";268;2;-1;0;"unknown";"0"
33;"blue-collar";"married";"secondary";"no";249;"yes";"no";"cellular";31;"jul";61;4;-1;0;"unknown";"0"
30;"management";"single";"tertiary";"no";19358;"no";"no";"cellular";19;"nov";258;2;-1;0;"unknown";"0"
52;"blue-collar";"married";"secondary";"no";289;"yes";"no";"unknown";21;"may";45;13;-1;0;"unknown";"0"
40;"management";"married";"tertiary";"no";0;"yes";"yes";"cellular";24;"jul";53;1;-1;0;"unknown";"0"
38;"services";"married";"secondary";"no";53;"no";"no";"cellular";4;"feb";226;1;-1;0;"unknown";"0"
60;"retired";"married";"tertiary";"no";2868;"no";"no";"unknown";20;"jun";42;7;-1;0;"unknown";"0"
32;"self-employed";"married";"secondary";"no";514;"yes";"no";"cellular";11;"jul";812;1;-1;0;"unknown";"1"
44;"technician";"married";"secondary";"no";135;"yes";"no";"cellular";8;"may";262;3;-1;0;"unknown";"0"
31;"self-employed";"married";"tertiary";"no";94;"no";"no";"cellular";22;"aug";579;2;-1;0;"unknown";"1"
29;"unemployed";"single";"primary";"no";550;"no";"no";"cellular";29;"jan";801;1;-1;0;"unknown";"1"
37;"management";"married";"tertiary";"no";5205;"yes";"no";"unknown";23;"may";493;2;-1;0;"unknown";"0"
33;"technician";"married";"secondary";"no";2362;"yes";"no";"cellular";26;"aug";271;4;-1;0;"unknown";"0"
34;"technician";"single";"secondary";"no";1313;"no";"no";"cellular";22;"jul";427;2;94;4;"failure";"0"
30;"management";"married";"tertiary";"no";8623;"no";"no";"cellular";8;"apr";163;3;-1;0;"unknown";"0"
47;"services";"married";"secondary";"no";543;"yes";"no";"unknown";15;"may";141;1;-1;0;"unknown";"0"
41;"management";"divorced";"tertiary";"no";47;"yes";"no";"unknown";8;"may";160;1;-1;0;"unknown";"0"
58;"management";"married";"unknown";"no";3658;"no";"no";"cellular";4;"may";55;2;-1;0;"unknown";"0"
42;"self-employed";"married";"tertiary";"no";596;"yes";"no";"unknown";19;"may";66;9;-1;0;"unknown";"0"
46;"blue-collar";"married";"primary";"no";174;"yes";"yes";"unknown";8;"may";108;3;-1;0;"unknown";"0"
29;"management";"single";"unknown";"no";345;"no";"no";"cellular";16;"sep";106;1;-1;0;"unknown";"0"
32;"technician";"single";"tertiary";"no";723;"no";"no";"cellular";28;"aug";68;27;-1;0;"unknown";"0"
24;"admin.";"single";"secondary";"no";507;"yes";"no";"unknown";13;"may";210;3;-1;0;"unknown";"0"
